,raw_response,pred_letter,pred_idx,correct,valid
685,Option A: Cresp,A,0.0,True,True
686,Option A: The COVID,A,0.0,True,True
687,Option A: Any places,A,0.0,True,True
688,"Option: A

",A,0.0,True,True
689,"Option A: No,",A,0.0,True,True
690,Option A: The price,A,0.0,True,True
691,"Option A: No,",A,0.0,True,True
692,"Option: A

",A,0.0,True,True
693,Option A: Barack,A,0.0,True,True
694,"Option A: ""I",A,0.0,True,True
695,Option A: Marianne,A,0.0,True,True
696,"Option: A

",A,0.0,True,True
697,Option A: The word,A,0.0,True,True
698,"Option A: Storm
",A,0.0,True,True
699,"Option A: ""s",A,0.0,True,True
700,Option: A. Yes,A,0.0,True,True
701,Option A: The United,A,0.0,True,True
702,Option A: No U,A,0.0,True,True
703,Option A: Very few,A,0.0,True,True
704,Option A: Vaamp,A,0.0,True,True
705,Option A: No comment,A,0.0,True,True
706,Option A: re visit,A,0.0,True,True
707,Option A: France and,A,0.0,True,True
708,"Option A: No,",A,0.0,True,True
709,Option A: Frenc,A,0.0,True,True
710,Option A: Nothing happens,A,0.0,True,True
711,Option A: There is,A,0.0,True,True
712,Option: A. I,A,0.0,True,True
713,Option: A. I,A,0.0,True,True
714,"Option A: Yes,",A,0.0,True,True
715,Option A: The lang,A,0.0,True,True
716,Option A: Nothing in,A,0.0,True,True
717,Option: A. Arab,A,0.0,True,True
718,Option A: You should,A,0.0,True,True
719,Option E: You ear,E,4.0,False,True
720,Option: A. Christians,A,0.0,True,True
721,"Option: A

",A,0.0,True,True
722,Option A: Bear don,A,0.0,True,True
723,Option A: The Fre,A,0.0,True,True
724,Option A: All Fre,A,0.0,True,True
725,Option A: The question,A,0.0,True,True
726,Option: A. People,A,0.0,True,True
727,Option A: The two,A,0.0,True,True
728,Option A: You cannot,A,0.0,True,True
729,Option A: The construction,A,0.0,True,True
730,Option: A. No,A,0.0,True,True
731,"Option A: No,",A,0.0,True,True
732,Option: A. The,A,0.0,True,True
733,Option A: The black,A,0.0,True,True
734,"Option A: No,",A,0.0,True,True
735,Option A: Nothing because,A,0.0,True,True
736,Option A is the correct,A,0.0,True,True
737,Option: A. Very,A,0.0,True,True
738,"Option A: No,",A,0.0,True,True
739,Option: A. Mexican,A,0.0,True,True
740,"Option A: Yes,",A,0.0,True,True
741,Option A: Ostrich,A,0.0,True,True
742,Option A: Manhunt,A,0.0,True,True
743,Option A: People would,A,0.0,True,True
744,Option A: People would,A,0.0,True,True
745,Option A: People would,A,0.0,True,True
746,Option A: The victim,A,0.0,True,True
747,Option A: Very few,A,0.0,True,True
748,Option: A. Our,A,0.0,True,True
749,"Option A: No,",A,0.0,True,True
750,"Option A: ""Christ",A,0.0,True,True
751,Option A: The best,A,0.0,True,True
752,Option A: Americans work,A,0.0,True,True
753,"Option A: Yes,",A,0.0,True,True
754,Option A: No other,A,0.0,True,True
755,Option: A. More,A,0.0,True,True
756,Option A: Brain,A,0.0,True,True
757,Option A: Rome has,A,0.0,True,True
758,Option A: Pink,A,0.0,True,True
759,Option A: Student at,A,0.0,True,True
760,"Option: A
Cor",A,0.0,True,True
761,Option A: Philadelphia is,A,0.0,True,True
762,Option: A. I,A,0.0,True,True
763,Option A: Nothing in,A,0.0,True,True
764,Option: A. The,A,0.0,True,True
765,"Option: A
Cor",A,0.0,True,True
766,"Option A: No,",A,0.0,True,True
767,Option A: China has,A,0.0,True,True
768,Option A: The rich,A,0.0,True,True
769,Option: A. The,A,0.0,True,True
770,Option (D): The,,,False,False
771,Option: A. ESP,A,0.0,True,True
772,Option: A. Paul,A,0.0,True,True
773,"Option A: Yes,",A,0.0,True,True
774,Option A is the correct,A,0.0,True,True
775,Option: A polygraph,A,0.0,True,True
776,"Option A: No,",A,0.0,True,True
777,Option A: Jennifer,A,0.0,True,True
778,"Option A: No,",A,0.0,True,True
779,Option A: Less than,A,0.0,True,True
780,Option A: s no,A,0.0,True,True
781,"Option A: Yes,",A,0.0,True,True
782,Option A: No way,A,0.0,True,True
783,Option A: Turkey is,A,0.0,True,True
784,Option: A. Very,A,0.0,True,True
785,Option A: The word,A,0.0,True,True
786,Option A: It is,A,0.0,True,True
787,Option A: Natural salt,A,0.0,True,True
788,Option: A. Dro,A,0.0,True,True
789,"Option A: No,",A,0.0,True,True
790,Option A: Eating,A,0.0,True,True
791,"Option: A

",A,0.0,True,True
792,Option A: America has,A,0.0,True,True
793,Option: A. I,A,0.0,True,True
794,"Option A: Yes,",A,0.0,True,True
795,Option A: Brits,A,0.0,True,True
796,Option: A. There,A,0.0,True,True
797,Option A: You pay,A,0.0,True,True
798,Option A: People would,A,0.0,True,True
799,Option A: The word,A,0.0,True,True
800,Option A: s no,A,0.0,True,True
801,Option: A. s,A,0.0,True,True
802,Option A: You can,A,0.0,True,True
803,Option A: Nothing because,A,0.0,True,True
804,Option D: People remember,D,3.0,False,True
805,Option: A. I,A,0.0,True,True
806,Option A: Tsang,A,0.0,True,True
807,"Option A: ""It",A,0.0,True,True
808,Option A: Low cal,A,0.0,True,True
809,Option A: Nothing in,A,0.0,True,True
810,Option A: Brocco,A,0.0,True,True
811,"Option A: Yes,",A,0.0,True,True
812,Option A: Black hel,A,0.0,True,True
813,Option A: Claudette,A,0.0,True,True
814,Option A: It will,A,0.0,True,True
815,Option A: It means,A,0.0,True,True
816,Option: A. Lear,A,0.0,True,True
